text,label
ምክንያት ወለድ ፈለገ ግሽበት ከፍ ዝቅ ስርአት ገነባ ጠየቀ ,1
ብር አተመ መንግስት ስልጣን ህጋዊ ገደብ ተበጀ ተፈጥሯአዊ ገደብ ,1
ንግድ ሰው ፃድቅ ጠራ በእምነት ስራ ጭምር ,0
እኛ ለገሰ ተለተመ ቍጥር እነሱ ወሰነ ,1
ሰበር ፍርድ ቤት ወይዘሮ ለታይ ቤት ለቀቀ እንድወጡ ትእዛዝ ተላለፈ ላላ ,0
ንግድ ተወዳዳሪወቹ መጠን ጉጉት ልብ ሰቀለ ,1
በአል ወንድ እሷ ሚስት ድርግ ወሰደ የዋርሳነት ግደታውንም ፈጸመ ,0
እንደየ ተሰጥኦአቸውም መከረ ቻለ መምህር መደበ ግብአት ሞላ ,1
እኮ አለም ወሰነ ወሰነ ሰወች መድን ተገኘ ,1
ሰማ ንግድ ጨዋታ አይደል ቅበላ ዊክኤንድ ከተማ ,0
እውን ድርግ ግብር ቴክኖሎጅ አገዘ ድርግ ስራ ጠነከረ ቀጠለ ,1
ከጠረጠረኝ መጣ ተገኛኘ ቢሻው አምባ ገባ አለዚያ ፈቀደ ተቀመጠ ,1
ሞት ለጋ ወጣት ጆሮወቹን ለገሰ ቻለ ፈቃደኛ ሰው ፍለጋ አመት ወሰደ ,1
ህፃን ሰጠ ስም ክብር ዘገበ ሹም ተነገረ ሹም ህፃን ግል ስም ውጥእ ,1
ኢኮኖሚ ቀውስ በትር ጭካኔ መታ ሃገር አሜሪካ በዋናነት አውሮፓ ጠቀሰ ,1
ይሁን ቀረ ህይወት ሴሎ ተገኘ አደረ ድንክ ያህዌ ተገለገለ አለፈ ,1
ዘይቤ ለዛ ገጸ ባህርይ ሳለ ከፍተኛ ስነ ጽሁፍ ችሎታ ያለው መሰከረ ,0
ፊሊፕ ራኬል በናዋትል ቋንቋ ተናጋ መስክ ተገለገለ አይነት ግጥም ,1
ቡድን ኮንቴምፖረሪ እዳ ዘውግ ገር ቀለም ቀባ ቀረበ አደመ አዝና ,1
ፖለቲከኛ ውርእ ውጭ ጠብ ህዝብ ከርሞ ከርሞ ገባ መሰለ ,0
ተሸነፈ መልስ እግዚአብሄር ተሸነፈ ,0
የተክለፃድቅ ኰራ ኢትዮጵያ አፄ ምኒልክ መጽሃፍ ደብዳቤ ይህንኑ ,1
ምክንያት ለገሰ አገራትንና በጎ አድራጊ ድርጅት እርዳታ ተቻለ ,1
ጠብታ መርዝ መርዝ ጥንካሬ ጅረት ሞት ጅረት ድርግ ብቃት አሳሳቢ ሃቅ ,1
አየር ንብረት ለውጥ ተበገረ አረንጓደ ኢኮኖሚ ስያሜ ሰጠ ስትራቴጅ ይፋ ተደረገ ,1
ካምፕ ተካተተ ሃገር ምርጫ ቦርድ ፍትህ ተቋም አሉ ነፃ ,0
እምነት ባልንጀራ ቀረ ተሰኘ ተሰማ ወሰደ ገባ ጥበብ እርምጃ ምንድን ,1
ሽግግር መንግስት ዋና ተግባር መንግስት መመሰረት አስቻለ ህገመንግስት ቀረጸ ,1
ቆላስይስ ተቻለ ፍጥነት ፈታ ጥረት ድርግ ደገመ ተኰራረፈ ,0
ምላሽ ትእይንት ፍጹም ደነቀ ገለጸ ብየ አለፈ ፈለገ ,1
እውነት ንግር ብሄራዊ ቡድን ስምንት ገባ ኖረ ኰራ ,0
ከዚያን ጀመረ ምስራቅ ጎጃም ዞን ፓርቲ ጸሃፊ ሰራ ዮናታን ጠቈመ ,0
ደገመ አየለ አንዳች ምድራዊ ምክንያት ለም ,0
ፍቅር ሃይቅ ጀመረ አሳ ገበያ ማሃበራት ሃይቅ ተንከባከበ ግደታ ጣለ ,0
ንጉስ ጎ ሳለ የባለመድሃኒቱ ገረመው ገዛ መራ ያለው ልዩነት ጠየቀ ,0
ሰዋ ምድጃ ከፍታ አራት ክንድ ምድጃ በላይ ወጣ ወጣ አራት ቀንድ ,0
ጠየቀ አለባቸው ሃላፊወችና ፈፃሚወች አስተዳደራዊ ህግ ጠየቀ ድርግ ,0
የሄናን ግዛት በራ ሃይል ሰራተኛ አለቃ መሸታ ቤት ጎራ ጠጣ መሸ ,1
አመት ባከነ ትምህርት ደገመ ሰባተኛ ክፍል የማታ መዘገበ ቀጠለ ,0
አካባቢ ውርጭ ኖረ የእርነሱ አካባቢ ምርት ቀድሞ ተዘራ ስለነበር ጉዳት ገጠመ ,1
ግርኝ እግር ዱከት እጅ ጌጥ መሃከል ጸጉር ሰካ ጌጣጌጥ አሉ ,0
ህገ ወጥ ጦር ሰራ ስርጭት ዝውውር ገታ አቀደ ስራ ላላ ዋለ ,1
መሰረታዊ ነጥብ በብዙወቹ ፕሮጀክት ጥራት መሰረታዊ ተነሳ ,0
እትየ አረጋ አራ ሰፈር ልጅነት ፈጀ አዋቂነታቸውን ጣመ ኖረ ,0
ሱዳን ልክ የኛወቹ እንደሚያደ ረጋ መንግስት ቸገረ አካል ,0
አለፈ አለፈ ጋዜጣዊ ገለጸ ሰጠ ህመም ፈጠረ ጐሰቈለ ግልጽ ,1
መንግስት ስልጣን ህዝብ ተገለገለ ዳግም ረገጠ ጥልቅ ተሃድሶ ፈለገ ,1
ደንብ ተመለከተ መንግስታዊ ተቋም ግል ዘርፍ ረቂቅ ሰነድ ውይይት አካሄደ ,1
አይነት ቢዝነስ ስልት ኢትዮጵያ ክልክል ግልጽ ህግ ደነገገ ,1
ሜትር ጊዮርጊስ ቈፈረ ሰቀለ አደባባይ ያለው ከፍታ መጣ ,1
ኦታዋ ውድድር ቀፈፈ አትሌቲክስ ፌደሬሽን ማህበር ወርቅ ደረጃ ያለው ሩጫ ,0
አስገራሚ ቻለ ጽሁፍ አቅራቢ የታዘበው ጉዳይ ,0
ሰወች ህግ ከበረ ቃል ጠበቀ ምንጊዜም እውነት ,0
ብዙወቹ ምስኪን ገበሬወች ቀላ ሰደደ እለት ቀለብ እንኳን አተዋል ,1
ተሰሎንቄ ወለደ አለበ ልጅ መበለት መከር እርድ ,1
ሴራ መራ ጐተጐተ የወደፊቱ አልጋ ወረሰ ልጅ ኢያሱ ሞግ ,1
አሳ ጠመደ ትልቅ አሳወችን ጠመደ አበረ ዶር ያእቆብ ሃማሪያም ,0
ስል በሰማእታት ደም ነገድ ኖረ አለመ ከበረ አሰበ ,1
አውሮፓ የሽ ተወዳደረ ከተማ ውድድር አይነት ተካ ,0
ፈጠረ ሰው አምሳል ወይንም ሰው ሳለ ድርግ ዞረ ዞረ ገባ ,0
ልኡል አሊ በበኩሉ ያለው ቀውስ ምናልባትም ለፊፋ ጥር መጣ ,1
ሰወች ትንሽ ስራ ሰራ ከፈለ ጠበቀ ,0
ይች ተረከበ ተነሳ ሱናሚ ሃሳብ ማእበል መቱ አንገላተዋታል ,0
ይሁን ሳተ ግምት እድሜ ጨመረ መሰለ እድሜ ጨመረ ከነከነ ገባ ,1
ፈጠረ ረሳ ሰብስቤ በተነ ስል አሰሰ ውድ ማንጠግቦሽ ትዝ ,0
አስተማረ ወግ ማእረግ በቃ ብል ነርስ ተንሸራተተ ከጀርባየ አልወርድ ,1
ተነሳ አወዛጋቢ ፖለቲካዊ ማሃበራዊ ጉዳይ ረገድ ፍጹም ገለልተኛ አቋም ,1
ግና ይሄን መስዋእትነት ጐላ ገባ ክብር ሰጠ እልክ ስንዘክረው አነሳ ,0
ርምጃ ወሰደ ዋና ምክንያት ሃገር ህገ መንግስት ሁለት ከበረ ,0
ውጭ አገር ስራ ዜጋ አነሰ ስምንተኛ ክፍል ትምህርት ተጠነቀቀ ,0
ደቡብ ሱዳን ቀውስ ፈታ መድረክ ፈጠረ ጠብ ለም ,1
ልማት ሰላም ደሞክራሲን ሰፈነ ህዝብ እርስ በር ተዋወቀ ገባ አለባቸው ,1
አመት መገባደጃ አካባቢ ብሪታንያ ደገመ ቦምብ ጥቃት ሰነዘረ ጀመር ,0
ህፃን እናት አረጋዊ ከብት ህልውና ደህንነት ሰራ የአትርፎ ስራ ,0
አገር ገነነ ዋጋ ከፈለ ድርጅት አገልግሎት ሰጠ ተጽእኖ አረፈ ,1
እርግጥ ላከ መጠጥ ከተማ ወረሰ ሰው ልብ ጉዳይ ,1
ልጅ ባልንጀራ ቀረ ሻ እናት አቅም እንቅፋት ,1
ስንት ሙቀት ብርድ ብርድ መጣ ሙቀት ተሻለ ,0
እስኪ ስለችካሪቶ ተወራ ተደረገ ሰው ጐን ቁጭ ,0
በአድስ አበባ ከተማ አራት አቅጣጫወች ሰማ ኖረ ቤት ሮሮ ድምጥ ፈለገ ,1
እንግሊዝኛ ቋንቋ ፈለገ መጠን ረዳ ኖረ ድርግ ,0
ቋንቋ ምሁር ቋንቋ ኢኮኖሚያዊ መዋቅር ሏላዊ መዋቅር ክፍል ,1
ምናልባት ብልግና ሸፈነ ደመደመ ጥፋተኛ ድርግ ሳሳ ,0
ሰቀለ ትልቅ ጉድጓድ ቀበረ ላላ ቆሻሻ ደፋ ቆሻሻ ተራራ አከለ ,1
ተጨነቀ አንዳንድ ሰወች እንድያው ጭንቀት ወረቀት ተወ ዘወር ላላ ,0
አናገረ ሰው ለም ይቀልላል እኔ ተወራ ,0
ወለደ ሶሻሊዝም ሲያማምጧት ካፒታሊዝሟም ወረደ ,0
አለቃ ተክሌ ስራ አገር ጉዳይ አለፈ ሰው ጠባይ ተደመመ ግድ ታሪክ ያዘ ,1
ደመና ጥበብ ኖረ ሰማይ ተከናወነ ክስተት ዋለ ሰጠ ,0
ስልክ ደወለ እርግጥ አውሎ ነፋስ መጣ ሞተ ቀረ ,0
ጴጥሮስ ቆርኔሌወስን ተንበረከከ ሰገደ ተመለከ ገባ ዳነ ,0
ዋንጫወቹም ዋንጫ አነሳ ጠበቀ ሃገር መካካል መረጃወች ጠቈመ ,0
ሞኝ ሸንጎ ተሰብስ ቁር ቡና ፈላ አይነት ጉዞ ዘገምተኛ ,1
አንዳንድ እቃወች ለማስጌጥ አማረ ረቀቀ ነገደ ቀረጸ እንጨት ለጠፈ ,1
ሃይማኖት በቃ እውቀት ያለው ሰው ሃይማኖት አስተምህሮ መጣ ጫናወችን መከተ ቻለ ,1
ወጣት ተዘጋጀ ርእስ ድረ ገጽ ተቻለ ,0
አፄ ዮሃንስ ኛ ሁላችንም እውነት ተናገረ መገበ ጠበሰ አሳ ዳነ ,1
ግል በደለ ተስፋሁን ማሩ ነፃነት ምሽት አየር ማግ ዘወር ዘወር ዘነነ ላላ ,1
አፍሪካ ዋንጫ ተሳተፈ አመት መለሰ ዳገት አለፈ ቅእት ተስተውሏል ,0
ዚ ኢንሳይክሎፒድያ ብሪታኒካ ሰቀለ ክርስቲያን ሃይማኖት ዋነኛ ምልክት ገለጸ ,1
ድርብ ሃላፊነት ሰማ መረጣ ህዝብ ጣለ አመኔታ ወጣ አለባቸው ,0
ሰው ዘመን ብሄራዊነት የተጎናጸፈ ጎሳ መንደር ልጅነት አይበግረውም ,0
ነገ ጀመረ ስደተኛ ከፈለ ምግብ እርዳታ መቶ ቀነሰ ,0
ቱሪስት መዳረሻወችና መንገድ ከፍተኛ ተጨነቀ እንደሚስተዋልባቸው መረጃወች ጠቈመ ,0
ታታሪ ስነ ስርአት ሃላፊነት በአግባቡ ወጣ ገለጸ ,0
ይሁን ያህዌ ጸሎት እንድሰማልን ፈለገ እሱ ተቀበለ ነገደ ጸለየ አለበ ,0
ኤርሚያስ ሰማ ቈየ ዋጠ እንዳለ አገጭ ትካዜ አይነት ደገፈ ,1
አገር ተሻለ ዛር ነገ ዋንኛ አጀንዳ ቀረ ,0
ሆቴል መስተንግዶ አውራወችን መጣ አገር ባለሃብት ,0
ቡድን ወጣት አማካይ አመት አደገ ፕሮጀክት ስልጠናወች ወሰደ ,0
ሲሚንቶ ኖረ ሶስት ለሰነ ቀረ ስፋት በራ ,1
ወደብ ተጓዘ መጣ እቃወችም ምክንያት ረዳ ቈየ ,1
ውድድር ቻለ መራ ቃል መጋቢት ቀን አመመ በመዲናዋ ተካሄደ ,1
አካባቢ ጥበቃ ደን አየር ንብረት ለውጥ ሚኒስቴር ከረከረ አቋም ,0
ተሸነፈ ሚካኤል ቫን ፕራግ በበኩ ላቸው እኔ አሌክሳንደር መሰለ ግብ ,0
ሲጋራ መጠጥ አልኮል ጠመደ ወጣት ደረሰ ቻለ ጤና እክል ያስገንዝባሉ ,1
ጋላክሲወች አንድነት ተከማቸ ክላስተር ኮከብ ረጨቶችን ስብስብ ፈጠረ ,0
መጽሃፍ ቅዱስ ኢየሱስ ምሳሌወችን ጠቀመ መረጠ ሁለት ዋነኛ ምክንያት ገለጸ ,0
ሃይለኛ ጦር ያዘ ወሎ ሸዋ ገበረ ዘመተ ዘንድ ታላቅ ዝግጅት ድርግ ,1
ውድድር ገባ ጥር ሰአት ጨረሰ ተሸነፈ እድል ነጸብራቅ ደመቀ ,1
ዶክተር ሳሙኤል ማረ ማረ ስራ ፈለገ ግብአት ልእ ገንዘብ ወሰነ ,1
ሰአት ኳስ መጣ ደብሩ ብላቴና ኳስ ተወ ቆርበው መለሰ ,1
ይሁን ምግብ ኖረ አስቻለ ተፈጥሯዊ ኡደት ተዘጋጀ ያህዌ ዘነጋ ,0
ነገደ አያ ሙሌ መጣ አንተ ገለጸ አመመ ,0
ደንበኛ ተገለገለ ፈለገ ፍጥነት ,0
ዘረጋ ሜዳ አነጠፈ ጊዚያዊ አልቤርጓችን ገባ ቅንጣት አከለ ቀረ ,1
አገር ልጅ ተወልደ አሳር መከራ አደገ ወለደ አደገ አወቀ ,1
ሰጠ እስር ተግዳሮት ምክንያት ጠቀሰ ,1
ኢትዮጵያ ሙዚቃ በአስተምህሮ ደረጃ መሰረት ያዘ ሽግግር ተደረገ ወሰደ ,1
ግትር ይልቅ ምክንያታዊ አስፈላጊነት ሃሳብ ለወጠ ተግባር ,1
ምግብ ነክ ሸቀጥ ዋጋ አለፈ ወር ተነፃጸረ ነጥብ መቶ ጭማሪ ,1
መብት ጥሰቱን ከለከለ እንድያመች በሃብረት ተደራጀ ነቃ ትግል ገባ ,0
ፈላጊወቹ በዛ ናፋቂወቹም በረከተ ልክ ትኩ ኬክ ገበያ ደረተ ,0
አፄ ዮሃንስ ትክዝ ዝምታ ዋጠ ቈየ አሉላ አይን እንኳን እየጨነቃቸው ,1
በደል ጭቆና ትንሽ ወቅታዊ ምክንያት ፈለገ ፈነዳ ,0
ረገድ አንደኛ እድገት ትራንስፎርሜሽን ዘመን ወሰነ ርቀት አወቀ ,1
መራ እኔ ኰረጀ ዞር ስም እኔ ወረቀት አስቸኳይ ጠፋ ጮኸ ,0
አገር የቬተራንስ አሶሴሽን ኖረ ሁነኛ ታሪክ መዘገበ ቀበረ ቀረ ,1
ከርስ ተገኛኘ ጠረጥረኽኝ ተገዘተ መነኮሳት ላከ ብየ ጠየቀ ,1
ወታደራዊ አገልግሎት ዋለ ጌጣ ጌጥ ማእረግ ምልክት ልብ ቁልፍ ሰራ ,1
ጳውሎስ ምክንያታዊነታችሁ ሰው ዘንድ አወቀ ይሁን ነፈሰ መሪነት ፃፈ ,0
ይሁን ረዳ አመለከተ ውል ቀድሞ ተቋረጠ ምላሽ ሰጠ ,1
አገር ቢራ ፋብሪካወች ብቅል ግብአት አብዛኛ አገር ሸፈነ ኖረ ,1
ገበያ ከፍተኛ ተጽእኖ አደረ ሰጠ ,0
መዋጮ እቃወች መለከት ጠራ ጠባብ ሰፋ ,0
እኒህን ድርድር መለሰ ንጕርጕር ቈየ ደከመ ተነሳ ምኝታቸው ,1
ታድያ ነገደ ጨዋታ ፈለገ እቃ ያዘ ቤት እናት ሰጠ ,0
የሰወችን እግር ኮቴ አቅጣጫ ፈለገ መልክ ግራ ተቀኘ ጆሮ ዘንበል ድርግ ድምጥ ,0
ኦድት ተደረገ ቻለ አምስት ቢሊዮን ብር በላይ መደበ በጀት ይፋ ድርግ ,1
በህገመንግስቱ ተነጋገረ ገባ ለም እኔ ,0
ህዝብ ህይወት ዘመን ቆይታ አመቱ አመት እድሜ ጨመረ መዘገበ ,0
አፄ ቴወድሮስን ሰራ ገጸ ባህርይ ወሰደ ተበሳጨ ሰወች ,1
ጥቁር ሰው ምኒልክ ቁመተ ስጋ ለካ ስም ወኪል ,0
ልጅ አረብ አገር ላከ ገንዝብ አማረ ደመቀ ጐሰቈለ ጠበቀ ,1
ኖረ ተሰለፈ ወይንም ገባ ሙያ ላቀ እውቀት ኖረ ጠየቀ ,0
ይሁን ተጠነቀቀ አለበ ሙስ ጠንካራ ሃይለኛ ዱር እንስሳ ,0
ሃሜት ራቀ ለጽንፈኝነት ግብዣ ተሰናዳ ቄጠማ ጎዝጉዞ ጠበቀ ,0
ምክንያት እኔ ተናግሬአለሁ ደገመ ወሰነ ሃሳብ ለወጠ መለሰ ,0
የፌደራል ስርአት መልስ ሰጠ የፌደራል ስርአት ድክመት ብየም ለመነ ,0
ሰዋራ ተነሳ ግልጽ ,1
ቄስ እሳቸው መጣ ትዳር ወሰለተ የሚናዘዙ ሰወች በዛ ተበሳጨ ,1
ይሁን ጥናታዊ ጽሁፍ ከመመረቂያነት ዘለለ ቀጠለ ፋይዳ ለውጥ አምጭነት መነዘረ ,1
አመት እገዛ አመቱ አለቀ ወረሰ ተከራየ ሸጠ መብት ,1
አደገ ተጫወተ ከፍተኛ ተንሳሳ ፈጠረ ሽልማት ተመለከተ ,0
ተቋም በኢተርኔቱ አደጉ ሃገር ገነነ ምርምር ትምህርት ስራወች ጥራት መጣ ,1
አብዛኛ ወር ተቀበለ ሰራ ቤት ወጣ ሴት ጸሃፊወች ,0
ቍጥር በዛ ምድር ተቈጣጠረ በረረ ወጣ ,0
ይኼኔ ያች ሰማይ ደፋ ሴት አንገት አነቀ ችሮታ ግደታ ,1
ቴኒስ ስፖርት ተጫወተ ፈለገ ግብአት እጥረት ውድ ,1
አመት ስራ ሞከረ የታዘቡት ዘርፍ ማነቆ ኖረ ጠየቀ ,1
በለጠ ትኩረት ሰጠ ገባ ጥያቄ መጽሃፍ ቅዱስ ግብረ ሰዶም ,0
ስንፍና ደበቀ ሚደረገውን ጥረት ሳበ ሁለም ገረመ ልጅ ወለደ ምናልባት ሲሳይ ያዘ መጣ ,1
እውነት ተናገረ ህዝብ መንግስት ይኼንን እውን ጠበቀ ,1
ይሄ ነገሮ እንኳን እሱ ቀረበ ልብ አንዳች ሰነጠቀ ,0
ታድያስ አገር ታሪካዊ ቅርስ ጥንታዊ አፍሪካዊ ጥበብ አሻራ ,1
እሷ ገባር መሬት ፈተለ ድርግ ለመደ ይሄ ተመቸ ,1
ኒዮ ሊበራሊዝም የትኛው ሃገር ኖረ ፈለገ ሃይል ቀጫጫ መንግስት ,0
በርበሬ ሸቀጥ ቀሽቤና ሰወረ ተረፈ አደባባይ ጥይት ደበደበ ስንት ,1
ሰለሞን ቀረበ ጽሁፍ መርሃ ግብር አሰበ ገደብ ዘገየ ጀመረ ,0
ወይስ ምስኪንነት ሆድ ባባ አሊያ ጀግንነት ቀልብ ማረከ አርቲስት ድምጽ ገዛ ,1
እርስ ገባ ሞተር ለመስነሳት ሞከረ መኪና ተንቀሳቀሰ እየተንተፋተፈች ,0
ወጣት ተሳተፈ ፖለቲካ ላላ ጐላ ድርግ ጥቅም ፈርጀ ,0
ይሄ ሆቴል ሰራ ነገደ ተከፋ ደረሰ ደረሰ ብየ አሰበ አለመ አወቀ ,1
አለም ብርሃን አንተ ወንደላጤ ኑሮ ባዶ ቀረ ,1
ጥቅስ ምንጭ አወቀ ይቅርታ ጠየቀ ታሪክ ሰወችን ሰወችም ታሪክ ያንፃሉ ,0
ጠዋት ጭልፋ ፉል ሰጠ ቀን ዘጠኝ ሰአት ጭልፋ ዱባ ወጥ ጨመረ ,0
ስም ትርጓሜ ቦኮሃራም የምእራብያኑ ትምህርት ክልክል አንድምታ ያለው ,1
ቀፈፈ ለገሰ ሚሊዮን በሊዮን ዶላር ነጥብ ቢሊዮን ዩሮ ፈለገ ,1
ማቲያስ እንቢ ድርግ ፈለገ ,0
ይሁን ጀርመንኛ ተናገረ ተሳፋሪወች ጠቀመ ቀበሌኛወች ቀረ ,0
ክርስቶስ ተከተለ ፖለቲካ አመጽ ድርጊት ተሳተፈ ዳነ ,0
ይሁን ስኳር ዘይት ሸመተ ማህበር ለሃብረተሰቡ ስጋ እንድያቀርቡ ተደረገ ,0
የሚያመለከተው ሃገር ድርቅ ረሃብ ቀየረ መከተ አቅም አደገ መጣ ,1
አለፈ አመት አፈራ ባለሙያወችም የዶር ተዘራ ጽሁፍ ,0
እኔ ድንገት ብሄራዊ ቴሌቪዥን መስኮት ብቅ ዘባረቀ ሰወረ ተቻለ ,0
ቱርክ ጥቃት ጠበቀ በስተምእራብ የአቋባ ሰላጤ ባህር ቃኘ እንግሊዝ መርከብ ,1
ውሃ ሃላፊ ውሃ ራሰ ሰጠ ሰው ወንድ ሴት ስም ጠራ ,0
እኛ ጮኸ ቅልብ ሶሎጐች ኢትዮጵያዊ ሙያዊ ምክር ለገሰ ,1
ፖለቲካ ዝንባሌ ስራ ሃላፊነት ደፈረሰ ጥፋት ተጠያቂነት ግለሰብ ጉዳይ ,1
ሙሴ ድርግ እስራኤላዊ ድል እንድቀዳጁ አስቻለ ስልት ጠቀመ አሰበ ,1
አመመ ዛፍ ጠረጴዛ ደረደረ አይነት ኬኮች ቀላ ቢጫ ለውዝ ,0
አካባቢወች ታሪክ ረዳ ገና ምድር ከርስ ፈለፈለ ወጣ ,1
አደሰ ዘመን ግምገማ ተነሳ ቀጠለ ትኩረት ተሻለ መስክ የትኛው ,1
አደሰ ዘመን ድርጅት የኢንዱስት ሪወችን ግብአት ፍላጎት ልእ ተቻለ ,1
ግርግር ቦዘኔነትን አጭር ጣመ ጠላ ይሄኛው ነፈሰ እረፍት ሰጠ ,0
ትችት ለማ ግልጽ ማብራሪያ ፈለገ መሰለ ,1
ገና መሰንቆ ዋሽንት ጀመረ ቀረረ ጀመረ አዘዘ ,1
እርግጥ አካባቢ አለፈ አመት ድህነት ረታ ታሪክ ሰራ ጀግና ፈጠረ ,0
ምሳሌ ቀደም አፄ ምኒልክ ግዛት ሰፋ ተያያዘ ህዝብ በደለ ተነገረ ,1
ባራቲየሪ መቀሌ ምሽግ አለነ ወታደር ቀላል ጠላት ምናሸንፍ ,1
ሃይለ ሰቀለ አቅም ላነሳከው ጥያቄ መልስ አቅም ፈጠረ ሰራ ,1
ተማሪወችና ህዝብ አነሰ ጥያቄ የጸረ ሰላም ሃይል እኩይ ተግባር ተራመደ ተገደደ ,0
ምርጫ ሽርጉድ እንቅስቃሴ ገታ ጉዳይ ገጠመ መረጠ ህዝብ አዘነ ,1
ዋና ኖረ ቤት ህንፃ በስተኋላ ስድስት የፌደራል ፖሊስ አባል አረፈ ክፍል ,0
ስራ ባልደረባ አንዳች ከፈለ ልምድ አጣ ልጅቱን ወሰን ,1
ዘመን ተሻገረ ጋዜጣ ዘገባወች ውስን ኢኮኖሚ ሽፋን እስኪ እናስነብባችሁ ,0
ኢንዱስትሪ አብዛኛ መስክ አቀደ ፈጸመ መዘገበ ዘጠኝ ወር አጋመሰ ,1
ምድር ሴት ረዳ ምድር አፍ ከፍታ ዘንዶ አፍ ፈሰሰ ወንዝ ዋጠ ,0
አጠቃላይ ለውጥ መዘገበ ቀዘቀዘ ውሃ አነሳ ,0
ጥናት ተመለከተ ግድብ ኬፕታውን መካከለኛ ምስራቅ ጠቀመ ድርግ ,0
ቴምብር ቴምብር ለጠፈ ተቀባይነት አይነት ሰነድ ,1
ምሳሌ ዳግመኛ ወለደ ሰው ተከተለ ጉልህ ለውጥ ረዳ አስቻለ ,0
ስራ ገባ ሌሊት ስምንት ሰአት ሞከረ ስራ ትጋት ተያያዘ ,0
ካንሰር የነርቭ አለባቸው ህሙማን ወር ወሰደ መድሃኒት መለሰ ,0
አስተዳዳሪወች ንጉስ ሰለሞን ንጉስ ሰለሞን ማእድ መገበ ቀለብ ቀረበ ,1
መስክ ምሁር የሃማኖት አባት ሃገር ማግ ሰላም ዘብ ጠበቀ ,1
መርሃ ግብር ጀመረ ባለቤትነት መራ መንግስት ሳለ ፋይናንስ ምንጭ ለገሰ ,1
ቤት ገባ ደቀ መዛሙርቱ እኛ ወጣ ቻለ ዳነ ,0
እስፖርት ስጋት ሰላም መድረክ በከለ ተገኘ ,0
ሃዋርያ ዮሃንስ ጀመረ መቶ ዘመን ክርስቲያን ጉባኤ አምድ ,1
ሶስት ምክትል ከንቲባ ማእረግ ሰየመ የክላስተር አስተባባሪወች ጨመረ ,1
ከፊላዊ አንስቴዥያ በቀዶ ህክምና ወለደ ሴት ጥቅም ዋለ ተገኘ ,0
መጽሄት አዘጋጅ ያህዌ ምስክር ፖለቲካዊ ጉዳይ ረገድ ገለልተኛ ,1
ድንበር አካባቢ ግጭት ከሰተ መፍትሄ ሰራ ማወሳሰብ ፈለገ ,0
ያህዌ መረጠ ነፃነት ነፈገ አሰበ ችሎት ጠቀመ ድርግ ፈለገ ,1
ቀረ ትእይንት ውሃ ያዘ ብርጭቆ አየር ለሰንኮንዶች ቆመ ጠቀሰ ,1
ፕሬዚዳንት ማንኛውንም ግልጽ አወቀ ከለከለ ስራወችን ይፋ ድርግ ,1
ገበሬወች አሳ አጥማጅ እረኛ ነቢያት መስፍን ንጉስ ,0
ሽኪሎሜትር ስድስት ሻ በላይ ኪሎሜትር ደረሰ አቀደ ,0
ህዝብ ኑሮ ደረጃ ዝቅ ወረደ መራ አለቃ ሃላፊ አደለ ,1
ደጃዝማች ቀጠል ድርግ ጣሊያን አገር ኖረ ክርስቲያን ላቀ መልእክተኛ ,0
መንግስት ጐን ባለድርሻ አካል ህብረተሰብ ተሳተፈ ወከለ ,0
ተስፋ ቡድን ደረጃ ሰራ የቢ ቡድን በማቀናጀት የምናንቀሳቅሰው ,0
ጀመረ ጠቀለለ አቃቤ ህግ ተሾመ ሃይለ አራ ,1
ሙያ ባልደረቦቸ ስብሰባ ጎን ጐን ታላቅ ሩጫ ኢትዮጵያ ውድድር ተከተለ እቅድ ,1
ጋብቻ ብዙውን ጅምር አስደሳች ባለትዳር ግጥም ጠበቀ ቻለ ,0
ሰፋ ሙስና ገታ ሙከራ ደረገመ ስርአት ፈረሰ ቀረ ,1
እኔ ጥሞና ዳመጠ መልካ ብል ምርጥ ምግብ ሃሴት ድርግ ,1
ቢሮ መረቀ እንድከፍቱትም ጠቀለለ ሚኒስትር ሃይለማርያም ደሳለኝ ጥሪ ቀረበ ,0
ዋና መጣ አሸቦ መሰለ እርግማን እንድያም ደህና ጥፊ ቀመሰ ,0
ምዘና ገንዘብ ከፈለ እንድሁ ተቋም የሚስተዋል ቈየ ,0
በአረመኔወቹ ሽብርተኛ ምክንያት ደረሰ ገንዘብ ኪሳራ ቢሊዮን ዶላር ,0
እናንተ መጣ ትምህርት መጣ ቤት ተቀበለ ሰላም ,0
ትልቅ ሃገር ማረ አገር ቈረቈረ ተገደደ ,0
ኩባንያ አገር ቤት አልሚወች ወለል ንጣፍ ምርት ጥያቄ ቀረበ ተገኘ ,1
እኔ ወለደ ያህዌ ምስክር ግንኙነት ቈረጠ ጥረት ድርግ ,0
ዳዊት ወንድሞቸ ያህዌ ሰጠ ገር ,0
እኛ አቅም ሃብት ልክ ሰፋ እኛ አይነት ትጉ ዘራፊወች ደንብ አወቀ ,1
አሽከር ላከ ጌታ ቀረበ መብል ጌታ መልእክት ,1
ዘገባ ሚኪያስ ሰብስቤ ዮሃንስ በረበረ ውድነህ ዘነበ አስተዋጽኦ ድርግ ,1
የመሃንነት ተነገረ ተነሳ ሴት ጣት ቀሰረ እስከመቸ ገባ ,1
ስንደ ነፃ ጤፍ መሳ መሳ ቀደመ ጊዜአት ,1
